Address ID,Postal Code,City,State,Region,Country
2138-000001,2138,Cambridge,Massachusetts,East,United States
60067-000001,60067,Palatine,Illinois,Central,United States
1915-000001,1915,Beverly,Massachusetts,East,United States
97405-000001,97405,Eugene,Oregon,West,United States
93030-000001,93030,Oxnard,California,West,United States
98059-000001,98059,Renton,Washington,West,United States
60025-000001,60025,Glenview,Illinois,Central,United States
33445-000001,33445,Delray Beach,Florida,South,United States
80022-000001,80022,Commerce City,Colorado,West,United States
77590-000001,77590,Texas City,Texas,Central,United States
27893-000001,27893,Wilson,North Carolina,South,United States
87124-000001,87124,Rio Rancho,New Mexico,West,United States
27534-000001,27534,Goldsboro,North Carolina,South,United States
98208-000001,98208,Everett,Washington,West,United States
90640-000001,90640,Montebello,California,West,United States
92020-000001,92020,El Cajon,California,West,United States
77705-000001,77705,Beaumont,Texas,Central,United States
33407-000001,33407,West Palm Beach,Florida,South,United States
79605-000001,79605,Abilene,Texas,Central,United States
61761-000001,61761,Normal,Illinois,Central,United States
63301-000001,63301,Saint Charles,Missouri,Central,United States
60174-000001,60174,Saint Charles,Illinois,Central,United States
93010-000001,93010,Camarillo,California,West,United States
97123-000001,97123,Hillsboro,Oregon,West,United States
91505-000001,91505,Burbank,California,West,United States
95351-000001,95351,Modesto,California,West,United States
67846-000001,67846,Garden City,Kansas,Central,United States
8401-000001,8401,Atlantic City,New Jersey,East,United States
80501-000001,80501,Longmont,Colorado,West,United States
95616-000001,95616,Davis,California,West,United States
26003-000001,26003,Wheeling,West Virginia,East,United States
95037-000001,95037,Morgan Hill,California,West,United States
7011-000001,7011,Clifton,New Jersey,East,United States
53081-000001,53081,Sheboygan,Wisconsin,Central,United States
30344-000001,30344,East Point,Georgia,South,United States
57701-000001,57701,Rapid City,South Dakota,Central,United States
1810-000001,1810,Andover,Massachusetts,East,United States
34741-000001,34741,Kissimmee,Florida,South,United States
6484-000001,6484,Shelton,Connecticut,East,United States
6810-000001,6810,Danbury,Connecticut,East,United States
52302-000001,52302,Marion,Iowa,Central,United States
32771-000001,32771,Sanford,Florida,South,United States
78666-000001,78666,San Marcos,Texas,Central,United States
80634-000001,80634,Greeley,Colorado,West,United States
76063-000001,76063,Mansfield,Texas,Central,United States
44035-000001,44035,Elyria,Ohio,East,United States
83301-000001,83301,Twin Falls,Idaho,West,United States
33134-000001,33134,Coral Gables,Florida,South,United States
60441-000001,60441,Romeoville,Illinois,Central,United States
1752-000001,1752,Marlborough,Massachusetts,East,United States
20707-000001,20707,Laurel,Maryland,East,United States
77803-000001,77803,Bryan,Texas,Central,United States
71603-000001,71603,Pine Bluff,Arkansas,South,United States
57401-000001,57401,Aberdeen,South Dakota,Central,United States
21740-000001,21740,Hagerstown,Maryland,East,United States
7017-000001,7017,East Orange,New Jersey,East,United States
60004-000001,60004,Arlington Heights,Illinois,Central,United States
60543-000001,60543,Oswego,Illinois,Central,United States
55433-000001,55433,Coon Rapids,Minnesota,Central,United States
92672-000001,92672,San Clemente,California,West,United States
94568-000001,94568,Dublin,California,West,United States
93405-000001,93405,San Luis Obispo,California,West,United States
72762-000001,72762,Springdale,Arkansas,South,United States
95240-000001,95240,Lodi,California,West,United States
77571-000001,77571,La Porte,Texas,Central,United States
45040-000001,45040,Mason,Ohio,East,United States
30188-000001,30188,Woodstock,Georgia,South,United States
