Order ID,Product ID,Sales,Quantity,Discount,Profit
US-2014-147627,FUR-CH-10002331,106794,3,0.0,22426
CA-2015-105970,OFF-AR-10003156,1016,1,0.0,264
CA-2015-105970,OFF-EN-10001532,10188,6,0.0,5094
CA-2016-112102,FUR-TA-10004086,34392,4,0.0,7566
CA-2016-112102,OFF-PA-10000100,4099,1,0.0,2008
CA-2016-112102,OFF-EN-10002500,6390,5,0.0,2875
US-2016-114776,OFF-PA-10004100,1944,3,0.0,933
US-2016-134908,OFF-ST-10003479,12460,4,0.2,-2336
US-2016-134908,OFF-LA-10000973,756,3,0.2,264
US-2016-148803,OFF-ST-10001476,8522,3,0.2,745
CA-2016-152170,OFF-EN-10002831,28752,8,0.0,12938
CA-2016-152170,OFF-AP-10002350,3768,2,0.0,1055
CA-2016-152170,OFF-PA-10001763,1998,2,0.0,899
CA-2016-152170,OFF-AR-10003394,2058,7,0.0,555
CA-2016-152170,OFF-BI-10002072,1738,2,0.0,869
CA-2014-146969,FUR-FU-10004188,20460,2,0.0,5319
CA-2014-146969,OFF-FA-10001561,872,4,0.0,287
CA-2014-146969,OFF-PA-10002105,648,1,0.0,311
CA-2014-146969,TEC-MA-10004241,68632,2,0.2,22305
CA-2014-146969,OFF-ST-10004340,6218,1,0.0,1678
CA-2015-112452,OFF-AP-10003849,64407,2,0.1,10734
CA-2015-112452,OFF-FA-10000735,584,2,0.0,262
CA-2015-112452,OFF-BI-10003350,1276,2,0.0,586
CA-2015-112452,TEC-PH-10000307,1095,1,0.0,43
CA-2015-112452,TEC-CO-10004202,59998,2,0.0,20999
CA-2015-113971,FUR-FU-10001852,835,6,0.2,125
CA-2017-160395,OFF-AR-10003759,364,2,0.0,163
CA-2017-160395,OFF-BI-10003984,15976,7,0.2,5392
CA-2014-136567,OFF-ST-10004337,12248,2,0.0,0
CA-2014-136567,FUR-TA-10001932,224448,7,0.0,49378
CA-2014-136567,OFF-BI-10003982,6231,3,0.0,2928
CA-2014-136567,FUR-TA-10000617,45510,2,0.0,10012
CA-2016-149314,FUR-CH-10002126,19518,1,0.2,1951
CA-2017-147039,OFF-AP-10000576,36294,3,0.0,9073
CA-2017-147039,OFF-BI-10004998,1154,2,0.0,577
CA-2014-126522,OFF-AR-10004042,5394,3,0.0,1564
CA-2014-127964,TEC-PH-10004700,999,1,0.0,459
CA-2014-127964,OFF-BI-10004593,12576,3,0.2,4087
CA-2014-127964,OFF-BI-10003429,2532,5,0.2,917
CA-2014-117709,OFF-BI-10001294,4680,4,0.0,2106
CA-2015-125416,TEC-AC-10001552,44793,9,0.0,4927
CA-2017-145226,FUR-FU-10004952,10948,2,0.0,3393
CA-2017-145226,OFF-ST-10004123,27294,3,0.0,0
CA-2017-145226,OFF-PA-10003172,1944,3,0.0,933
CA-2017-145226,OFF-ST-10002352,3192,4,0.0,829
US-2014-100279,OFF-PA-10002259,2238,2,0.0,1074
CA-2014-158064,OFF-BI-10002976,1652,5,0.2,557
US-2015-104430,OFF-BI-10000301,517,4,0.8,-776
CA-2015-132080,OFF-BI-10003694,5011,6,0.2,1628
CA-2016-161207,OFF-SU-10000381,2793,3,0.0,809
CA-2014-120243,OFF-LA-10004425,1156,4,0.0,543
CA-2016-113621,FUR-CH-10001270,17250,2,0.0,5175
CA-2016-113621,TEC-PH-10003931,17997,3,0.0,4499
CA-2016-168081,TEC-AC-10003174,25869,3,0.2,6467
CA-2014-128146,TEC-PH-10004539,132293,7,0.0,35719
CA-2014-128146,OFF-AR-10001919,376,2,0.0,109
CA-2017-138779,OFF-EN-10002504,2174,1,0.2,733
CA-2017-138779,TEC-PH-10003655,792,5,0.2,69
CA-2014-127131,OFF-BI-10004656,1209,7,0.2,423
CA-2014-127131,OFF-ST-10002344,48588,6,0.0,971
CA-2014-127131,OFF-PA-10001800,2592,4,0.0,1244
CA-2014-127131,OFF-ST-10000036,19758,2,0.0,5334
CA-2017-117212,OFF-AP-10004532,8192,4,0.0,2211
CA-2017-117212,TEC-PH-10004447,88953,8,0.2,6671
CA-2017-117212,FUR-CH-10003973,89222,3,0.2,8922
CA-2017-117212,OFF-PA-10005001,22392,4,0.0,10972
CA-2017-117212,OFF-PA-10000682,2312,4,0.0,1132
US-2015-130519,OFF-PA-10001937,1555,3,0.2,544
US-2015-130519,FUR-FU-10002268,1571,4,0.2,255
US-2015-130519,OFF-ST-10001321,2467,2,0.2,215
US-2015-130519,FUR-FU-10003394,5596,1,0.2,-209
CA-2016-130946,TEC-AC-10001990,43192,9,0.2,6478
CA-2016-130946,FUR-CH-10004540,9598,4,0.3,-411
CA-2016-130946,OFF-BI-10004995,108879,4,0.8,-185094
CA-2016-114727,FUR-CH-10002335,54400,3,0.2,4080
CA-2016-114727,OFF-BI-10004967,187,3,0.7,-143
CA-2016-114727,FUR-CH-10002331,85435,3,0.2,1067
CA-2016-114727,OFF-ST-10002292,59356,2,0.2,0
CA-2016-114727,OFF-ST-10000689,33804,3,0.2,-3380
CA-2017-133235,TEC-PH-10002660,27195,5,0.2,1699
CA-2016-137050,OFF-ST-10004634,1121,1,0.0,336
CA-2016-137050,OFF-BI-10002160,914,3,0.2,320
CA-2016-137050,OFF-FA-10002988,1407,7,0.0,689
CA-2016-137050,OFF-AR-10004999,4186,7,0.0,1046
CA-2016-137050,OFF-BI-10001031,854,2,0.2,288
CA-2016-137050,FUR-BO-10004695,57913,4,0.2,2171
US-2017-118087,FUR-CH-10004860,14137,2,0.3,-4847
US-2017-118087,OFF-BI-10002432,303,2,0.7,-232
US-2017-118087,OFF-BI-10000069,450,1,0.7,-360
US-2017-118087,OFF-AR-10003602,467,1,0.2,157
US-2017-118087,TEC-AC-10004469,9588,3,0.2,2876
US-2017-118087,FUR-FU-10001867,1702,2,0.2,170
US-2017-118087,TEC-AC-10003174,25869,3,0.2,6467
US-2017-118087,TEC-PH-10002200,193195,7,0.4,-38639
CA-2014-110184,OFF-ST-10000107,24975,9,0.0,4495
CA-2014-110184,TEC-PH-10000439,25593,8,0.2,2879
CA-2016-126004,FUR-FU-10001602,11379,3,0.0,2048
CA-2016-126004,TEC-AC-10001432,7815,1,0.0,3438
CA-2016-126004,OFF-BI-10004656,172,1,0.2,60
CA-2016-126004,OFF-PA-10001685,4056,4,0.0,1987
CA-2016-126004,OFF-ST-10001418,18294,3,0.0,365
CA-2016-126004,OFF-ST-10000676,19386,2,0.0,1163
CA-2017-100013,OFF-EN-10001219,1528,2,0.0,748
CA-2017-100013,FUR-FU-10001424,873,1,0.0,296
CA-2017-100013,OFF-AR-10001022,568,2,0.0,176
CA-2015-132570,OFF-AR-10000369,278,2,0.0,72
CA-2015-132570,OFF-EN-10003055,7995,2,0.0,3598
CA-2016-153682,TEC-CO-10001046,83998,2,0.4,6999
CA-2016-144344,FUR-FU-10000076,4795,3,0.2,1378
CA-2016-144344,OFF-BI-10003719,3742,5,0.7,-2994
CA-2016-144344,FUR-FU-10003268,6396,2,0.2,0
CA-2016-144344,FUR-FU-10003553,16504,3,0.2,4126
CA-2014-127012,FUR-FU-10003691,1235,1,0.0,543
CA-2014-127012,OFF-AR-10003903,4097,1,0.0,1065
CA-2014-127012,OFF-FA-10004854,2296,2,0.0,1079
CA-2016-128727,TEC-PH-10003442,2200,4,0.0,550
US-2016-162859,OFF-BI-10004519,39835,3,0.2,12448
US-2016-162859,OFF-FA-10000304,872,4,0.0,357
CA-2017-133641,OFF-EN-10004955,4869,9,0.0,2385
CA-2014-168494,FUR-TA-10004619,76468,6,0.2,9558
CA-2014-168494,FUR-TA-10003473,361084,12,0.2,13540
CA-2014-168494,FUR-BO-10004467,25497,3,0.15,1199
CA-2017-115602,OFF-AR-10002280,3882,6,0.0,1746
CA-2017-115602,FUR-CH-10001708,114193,9,0.1,13957
CA-2017-115602,OFF-AP-10000891,170456,13,0.0,51136
CA-2017-115602,OFF-AR-10000462,320,2,0.0,137
CA-2015-154956,TEC-PH-10004165,109996,4,0.0,28598
CA-2017-144638,OFF-AR-10003958,524,2,0.2,59
CA-2017-144638,TEC-PH-10000149,3590,3,0.4,-837
CA-2017-144638,FUR-FU-10003724,669,1,0.2,50
CA-2017-144638,FUR-FU-10003535,4387,2,0.2,1151
US-2016-168620,OFF-BI-10001575,2788,3,0.7,-2044
US-2016-168620,OFF-ST-10003716,54004,3,0.2,-4725
US-2016-168620,TEC-AC-10004469,25568,8,0.2,7670
CA-2017-117079,TEC-PH-10004586,86388,3,0.2,10798
US-2016-144393,OFF-BI-10004236,1761,4,0.7,-1409
CA-2017-105053,OFF-BI-10001634,1747,3,0.2,633
CA-2016-155992,TEC-PH-10000215,6990,2,0.0,1887
CA-2016-155992,FUR-FU-10003724,4185,5,0.0,1088
CA-2017-110380,OFF-AR-10000422,657,3,0.0,177
US-2014-167738,OFF-ST-10003306,14286,1,0.0,4142
US-2014-167738,FUR-CH-10001146,29227,6,0.2,1826
CA-2017-121412,FUR-FU-10000246,2932,3,0.2,366
CA-2017-100426,OFF-PA-10002870,1248,2,0.0,561
US-2016-103646,OFF-ST-10000563,10233,4,0.2,-1279
US-2016-103646,OFF-AP-10004487,4879,3,0.8,-12685
US-2016-103646,OFF-BI-10002854,4484,8,0.8,-6727
CA-2016-119186,OFF-PA-10004621,1036,2,0.2,362
CA-2016-119186,FUR-CH-10001973,38843,5,0.3,-8878
CA-2016-119186,OFF-PA-10004040,1435,3,0.2,520
CA-2016-119186,TEC-AC-10000580,6399,1,0.2,-719
CA-2016-148698,OFF-AR-10004022,8635,3,0.2,539
CA-2014-163293,TEC-AC-10004209,3297,3,0.0,1285
CA-2014-163293,TEC-AC-10000023,8388,4,0.0,3019
CA-2016-160815,TEC-PH-10003505,27839,3,0.0,8073
CA-2017-122154,OFF-LA-10000121,1512,3,0.2,491
CA-2017-122154,OFF-BI-10002026,1743,1,0.7,-1336
CA-2017-122154,OFF-PA-10000994,25164,3,0.2,8807
US-2015-149692,OFF-BI-10002813,277,7,0.8,-485
CA-2016-119445,OFF-ST-10000617,1490,5,0.0,104
CA-2015-124268,OFF-AR-10004817,1548,3,0.0,448
CA-2016-154711,FUR-FU-10000397,3988,2,0.0,1116
CA-2016-154711,OFF-BI-10000605,1219,4,0.2,411
CA-2016-154711,OFF-AR-10001860,2082,3,0.0,749
CA-2016-163384,OFF-BI-10004970,1321,4,0.2,446
CA-2016-163384,OFF-PA-10003172,3240,5,0.0,1555
CA-2015-101707,OFF-SU-10001218,3294,3,0.0,922
CA-2015-101707,OFF-PA-10002968,11420,5,0.0,5253
CA-2015-101707,OFF-LA-10000134,308,1,0.0,147
CA-2015-138898,OFF-AP-10004487,84572,13,0.2,8457
CA-2017-115427,OFF-BI-10002103,1390,2,0.2,451
CA-2017-115427,OFF-BI-10004632,2072,2,0.2,647
CA-2016-134425,TEC-PH-10003555,11495,5,0.0,229
CA-2015-121391,OFF-ST-10001590,2696,2,0.0,700
CA-2016-137043,FUR-FU-10003664,85914,9,0.0,24915
CA-2015-115847,FUR-BO-10003433,6196,2,0.0,433
US-2017-126179,FUR-FU-10002554,2399,1,0.0,551
US-2017-126179,TEC-PH-10001557,28797,3,0.0,7775
CA-2016-101966,TEC-PH-10003437,41994,7,0.2,5249
CA-2016-141397,OFF-PA-10002986,4676,7,0.0,2244
CA-2016-141397,OFF-BI-10000320,1771,3,0.2,642
CA-2016-141397,OFF-AP-10003971,2178,2,0.0,566
CA-2016-141397,OFF-ST-10001469,16194,3,0.0,971
CA-2016-141397,FUR-CH-10003846,16156,2,0.2,-807
CA-2016-141082,OFF-LA-10001404,369,1,0.0,173
CA-2016-141082,OFF-LA-10001474,12212,4,0.0,5617
US-2016-134488,FUR-CH-10003199,15537,2,0.3,-1331
CA-2016-145919,OFF-PA-10003072,3888,6,0.0,1866
CA-2016-145919,FUR-FU-10004960,18384,8,0.0,6250
CA-2016-145919,OFF-SU-10003505,57929,5,0.0,2896
CA-2017-157651,TEC-AC-10003116,1420,1,0.2,337
CA-2014-160773,TEC-PH-10004586,57591,2,0.2,7198
CA-2014-160773,OFF-BI-10000546,518,6,0.7,-362
CA-2017-167703,OFF-BI-10002071,522,3,0.7,-418
CA-2017-167703,OFF-ST-10001490,28555,2,0.2,3569
CA-2017-121804,OFF-AP-10004859,7280,5,0.0,1965
CA-2017-162635,OFF-PA-10002659,1081,4,0.2,351
CA-2014-107153,OFF-ST-10001321,4626,3,0.0,1249
US-2014-117058,OFF-BI-10004139,1746,6,0.8,-3055
CA-2015-120439,FUR-FU-10001867,5107,6,0.2,510
CA-2016-128258,OFF-PA-10004156,1134,1,0.0,555
CA-2017-106033,OFF-AR-10002818,8792,4,0.0,2637
CA-2016-142762,FUR-FU-10003691,3704,3,0.0,1630
CA-2017-127705,TEC-PH-10000347,297,1,0.4,-64
CA-2017-127705,OFF-ST-10004507,2744,2,0.2,240
CA-2014-122567,OFF-BI-10002012,108,3,0.8,-172
CA-2014-122567,OFF-AP-10001303,796,2,0.8,-1393
CA-2014-121664,OFF-BI-10003684,14073,8,0.2,5277
CA-2016-122133,OFF-ST-10002574,55255,4,0.0,0
US-2017-123281,FUR-FU-10003724,2511,3,0.0,652
CA-2017-100524,FUR-FU-10004018,2978,2,0.0,804
CA-2017-100524,TEC-PH-10002549,67758,3,0.0,17617
CA-2017-100524,OFF-PA-10004911,7504,8,0.0,3601
CA-2017-113481,TEC-MA-10002178,69570,2,0.5,-2782
CA-2017-113481,OFF-BI-10003694,1566,5,0.7,-1252
CA-2017-113481,OFF-BI-10000474,2885,6,0.7,-2115
CA-2015-131758,OFF-AR-10000411,4782,3,0.0,1434
CA-2015-131758,OFF-LA-10000262,1305,5,0.0,600
CA-2014-118339,OFF-AP-10001154,9378,2,0.0,3657
CA-2014-118339,OFF-PA-10000466,4718,7,0.0,2359
CA-2014-118339,OFF-AR-10003829,1968,6,0.0,570
CA-2014-118339,OFF-BI-10001758,5340,10,0.0,2509
CA-2014-118339,OFF-BI-10000136,3588,6,0.0,1722
CA-2014-153976,FUR-CH-10002880,25827,3,0.3,-7010
CA-2016-162901,OFF-ST-10000649,3140,2,0.0,785
CA-2017-162978,TEC-PH-10003092,18396,5,0.2,2069
CA-2017-162978,OFF-PA-10002250,1761,3,0.0,845
CA-2017-162978,FUR-TA-10003473,30090,1,0.2,1128
US-2014-160444,OFF-ST-10001522,22077,3,0.2,-4415
US-2014-160444,OFF-ST-10000563,28142,11,0.2,-3517
CA-2016-145247,OFF-PA-10003641,7914,3,0.0,3640
CA-2017-160045,FUR-FU-10000010,198,1,0.6,-144
US-2014-151925,FUR-CH-10002961,14556,2,0.2,0
CA-2017-125199,OFF-AR-10002956,12325,7,0.2,924
CA-2017-125199,OFF-PA-10004041,2368,4,0.2,740
CA-2017-125199,TEC-PH-10001336,30957,4,0.4,-5675
US-2017-155425,OFF-BI-10001036,3838,14,0.7,-2559
US-2017-155425,TEC-MA-10003183,9599,2,0.7,-6399
US-2017-155425,TEC-AC-10001314,23995,6,0.2,-3599
US-2017-155425,TEC-PH-10002563,20158,2,0.2,1511
US-2017-155425,FUR-CH-10003312,89913,4,0.2,-14610
CA-2017-133249,FUR-FU-10001588,14590,5,0.0,6273
US-2015-103471,FUR-BO-10002613,59005,7,0.7,-78674
US-2015-103471,OFF-AR-10003405,1404,3,0.2,157
CA-2017-136672,TEC-AC-10004510,4908,3,0.0,490
US-2014-157021,OFF-LA-10002312,2960,2,0.0,1480
US-2014-157021,OFF-BI-10000042,1708,4,0.2,555
CA-2015-120362,FUR-TA-10003008,91275,5,0.0,11865
CA-2014-126361,OFF-AP-10003590,108975,3,0.0,30513
CA-2014-126361,OFF-PA-10000806,44784,8,0.0,21944
CA-2014-126361,OFF-AR-10000896,1639,5,0.0,426
CA-2014-126361,TEC-PH-10002310,39996,5,0.2,3499
CA-2014-126361,OFF-ST-10002289,15890,5,0.0,794
CA-2014-126361,OFF-BI-10002852,1318,1,0.2,477
US-2016-100566,FUR-FU-10003394,8395,3,0.6,-9024
US-2016-108504,OFF-ST-10002344,8098,1,0.0,161
US-2016-108504,OFF-PA-10001289,34884,9,0.0,17093
US-2016-108504,OFF-FA-10000053,944,5,0.0,18
US-2016-108504,FUR-FU-10004976,1884,3,0.0,715
US-2016-108504,FUR-BO-10004015,23998,2,0.0,5279
US-2016-108504,OFF-EN-10003001,16796,2,0.0,7894
US-2016-108504,TEC-PH-10000215,10485,3,0.0,2830
US-2016-108504,TEC-PH-10003645,48483,3,0.0,12605
US-2016-108504,OFF-PA-10000357,12297,3,0.0,6025
US-2016-108504,OFF-ST-10004804,15444,3,0.0,154
US-2016-108504,OFF-PA-10003892,34237,7,0.0,16091
CA-2017-124828,OFF-AR-10003514,955,3,0.2,155
US-2017-117247,FUR-TA-10002958,65245,5,0.5,-43061
US-2017-117247,FUR-TA-10001676,6664,3,0.5,-4265
CA-2016-124485,OFF-BI-10000822,1721,4,0.2,602
CA-2016-124485,OFF-PA-10004971,1156,2,0.0,566
CA-2016-124485,TEC-AC-10002323,8840,4,0.0,1149
CA-2016-124485,OFF-PA-10004888,648,1,0.0,311
CA-2016-159212,TEC-PH-10003988,2180,2,0.0,610
CA-2016-159212,OFF-EN-10002230,25179,3,0.0,11834
US-2016-161396,FUR-TA-10002622,20517,2,0.4,-5813
US-2016-161396,OFF-PA-10000418,41940,5,0.2,14679
US-2014-118486,OFF-SU-10004498,1030,1,0.2,-218
US-2014-118486,FUR-TA-10001039,15476,3,0.4,-3611
US-2014-118486,TEC-AC-10004659,11678,2,0.2,2189
CA-2016-130407,OFF-AR-10002240,7548,2,0.0,1962
CA-2016-130407,FUR-FU-10001967,3997,2,0.0,999
US-2016-122245,FUR-TA-10002356,39316,3,0.5,-20444
CA-2017-105144,OFF-LA-10003923,2368,2,0.2,888
CA-2016-136329,FUR-CH-10002335,40800,2,0.1,7253
CA-2016-136329,FUR-FU-10000723,16528,4,0.0,1487
CA-2014-146640,OFF-BI-10002867,33476,7,0.2,10879
CA-2017-115994,TEC-AC-10000580,23997,3,0.0,2639
CA-2017-115994,FUR-FU-10003976,3774,3,0.0,1283
CA-2015-126697,TEC-PH-10002922,94634,7,0.2,11829
CA-2015-126697,TEC-AC-10004353,15119,3,0.2,3213
CA-2015-126697,FUR-FU-10001706,492,4,0.6,-147
CA-2015-124800,OFF-PA-10000501,8627,4,0.2,3127
CA-2015-124800,OFF-BI-10000778,7258,2,0.7,-4839
CA-2015-124800,OFF-AP-10004980,6067,2,0.2,1440
CA-2015-124800,OFF-BI-10003984,7703,9,0.7,-5905
CA-2015-124800,OFF-ST-10000798,11990,6,0.2,-149
CA-2015-124800,TEC-PH-10001750,26395,5,0.2,2309
CA-2015-124800,OFF-ST-10002743,36364,4,0.2,-8636
US-2015-164448,OFF-BI-10002949,972,2,0.2,328
US-2015-164448,OFF-EN-10002600,1475,5,0.0,708
US-2015-164448,OFF-BI-10003708,2980,5,0.2,931
US-2015-164448,OFF-LA-10003510,42742,14,0.0,19661
CA-2017-122700,TEC-PH-10003092,22075,8,0.4,-4047
CA-2014-120768,OFF-BI-10001191,15276,6,0.0,7485
CA-2014-120768,OFF-SU-10004115,727,1,0.0,196
CA-2014-120768,FUR-CH-10000513,181986,14,0.0,16378
US-2016-153129,OFF-PA-10003673,3390,5,0.0,1559
CA-2017-106852,OFF-PA-10001639,3110,6,0.2,1088
CA-2017-106852,OFF-AR-10003829,524,2,0.2,59
CA-2015-139731,TEC-AC-10004975,26388,3,0.2,4288
CA-2015-139731,FUR-CH-10002024,245342,5,0.3,-35049
CA-2017-122735,OFF-BI-10004364,2970,5,0.0,1336
CA-2017-122735,OFF-PA-10001712,3996,4,0.0,1798
CA-2017-128160,OFF-BI-10001510,3667,2,0.2,1146
CA-2017-117695,OFF-PA-10002713,1376,2,0.0,632
CA-2015-166135,OFF-ST-10002974,13942,4,0.2,1742
CA-2016-133725,TEC-PH-10004165,197992,9,0.2,14849
CA-2017-102337,OFF-ST-10004804,16473,4,0.2,-3912
CA-2017-102337,FUR-CH-10004289,47030,7,0.3,-8734
CA-2017-102337,TEC-PH-10002564,4798,2,0.2,599
US-2014-112564,OFF-BI-10004876,250,3,0.7,-175
CA-2015-145821,TEC-PH-10004348,8875,3,0.2,1109
US-2015-160150,OFF-BI-10004352,202,1,0.7,-135
CA-2016-133711,OFF-PA-10001685,7098,7,0.0,3478
CA-2016-133711,OFF-BI-10000666,9168,3,0.0,4584
CA-2016-133711,OFF-BI-10004352,3375,5,0.0,1687
CA-2016-133711,TEC-MA-10000010,304000,8,0.0,145920
CA-2017-148474,OFF-BI-10000977,9120,3,0.0,4195
CA-2017-148474,FUR-TA-10002530,45294,3,0.0,6794
CA-2015-111297,OFF-BI-10002412,5220,9,0.0,2349
CA-2016-123722,OFF-LA-10001569,1593,4,0.2,517
CA-2014-155271,FUR-FU-10001473,2746,2,0.0,988
CA-2015-119907,OFF-BI-10001765,5542,2,0.2,1939
US-2016-128902,FUR-TA-10001095,24400,2,0.3,-3137
CA-2016-152289,TEC-AC-10004571,15998,2,0.2,4399
CA-2016-152289,FUR-CH-10002126,102471,6,0.3,-2927
US-2016-104794,OFF-FA-10001754,368,2,0.0,180
CA-2014-151708,FUR-FU-10001602,12137,4,0.2,-303
CA-2014-151708,TEC-AC-10001767,9597,3,0.2,-1079
CA-2015-100769,TEC-AC-10002402,25596,4,0.2,3199
CA-2017-139199,FUR-CH-10000847,87294,3,0.0,22696
CA-2017-139199,OFF-BI-10003982,4154,2,0.0,1952
CA-2017-139199,OFF-PA-10001293,1296,2,0.0,622
US-2015-161466,OFF-AR-10000634,684,2,0.2,59
CA-2017-164959,OFF-LA-10004272,867,3,0.0,407
US-2015-105676,FUR-FU-10004977,668,4,0.6,-401
CA-2016-113138,OFF-AR-10003770,1728,6,0.0,501
CA-2016-113138,OFF-BI-10000320,1771,3,0.2,642
US-2017-104955,OFF-LA-10003121,2891,7,0.0,1329
CA-2016-121958,OFF-SU-10000381,5213,7,0.2,586
CA-2017-121468,TEC-PH-10000376,3196,4,0.2,239
US-2016-108455,OFF-PA-10002262,2592,4,0.0,1244
US-2016-108455,OFF-PA-10002464,4046,7,0.0,1982
US-2016-108455,OFF-ST-10002214,3386,3,0.0,880
CA-2017-101210,OFF-AR-10003560,972,2,0.2,170
CA-2017-101210,OFF-PA-10000130,342,1,0.2,107
US-2016-108098,TEC-AC-10000865,17700,3,0.0,3009
CA-2014-119032,OFF-FA-10003021,376,2,0.0,131
CA-2015-140410,TEC-PH-10003580,121284,7,0.2,10612
CA-2015-140410,TEC-AC-10001109,8997,3,0.0,3778
CA-2015-140410,FUR-FU-10003347,4260,3,0.0,1661
CA-2014-136280,OFF-LA-10000452,504,2,0.2,176
CA-2017-151911,OFF-EN-10002986,6296,4,0.0,2833
CA-2017-166436,OFF-PA-10001838,588,1,0.0,288
CA-2017-166436,FUR-CH-10000785,97729,6,0.1,17374
CA-2017-139661,FUR-FU-10002885,964,2,0.0,366
CA-2014-123925,OFF-AR-10002952,4004,3,0.0,1121
CA-2017-152485,OFF-AR-10003759,1019,7,0.2,318
CA-2017-152485,OFF-ST-10004965,1678,1,0.2,-20
CA-2017-152485,OFF-AR-10001940,1312,5,0.2,377
CA-2016-141586,OFF-BI-10003981,1816,5,0.2,658
CA-2017-130386,OFF-PA-10002749,1605,3,0.2,582
CA-2017-130386,OFF-PA-10003823,22305,9,0.2,6970
CA-2017-130386,OFF-ST-10003716,54004,3,0.2,-4725
CA-2016-100468,TEC-PH-10001300,3352,2,0.2,335
CA-2016-100468,FUR-FU-10000010,994,2,0.0,308
CA-2015-153388,OFF-AR-10001868,672,4,0.0,336
CA-2015-153388,FUR-TA-10003715,100497,6,0.2,-17587
CA-2017-154935,OFF-BI-10003708,1788,3,0.2,558
CA-2016-134208,TEC-MA-10004458,39600,4,0.0,19008
CA-2017-108294,OFF-BI-10004965,3450,3,0.0,1552
CA-2017-103611,FUR-FU-10004977,836,2,0.0,300
CA-2017-100384,OFF-AR-10002135,38560,8,0.0,11182
CA-2017-100384,OFF-AR-10003514,3582,9,0.0,1182
CA-2017-112809,OFF-ST-10002276,20006,3,0.2,1250
CA-2017-112809,OFF-BI-10001098,2138,5,0.8,-3313
CA-2017-112809,OFF-BI-10001636,674,4,0.8,-1146
US-2017-160759,FUR-CH-10002961,6368,1,0.3,-909
CA-2017-148446,FUR-TA-10004256,166960,4,0.0,11687
CA-2014-111059,OFF-BI-10004593,8384,2,0.2,2724
CA-2014-111059,OFF-BI-10002827,1327,3,0.2,431
CA-2017-116204,OFF-BI-10001759,2133,7,0.2,773
CA-2017-109946,OFF-AR-10001419,1652,5,0.2,206
CA-2015-144806,FUR-FU-10002253,20611,6,0.2,4895
CA-2015-144806,OFF-PA-10002586,1992,5,0.2,672
CA-2015-144806,OFF-PA-10003039,19827,8,0.2,6196
CA-2015-144806,OFF-ST-10004804,24710,6,0.2,-5868
CA-2015-144806,OFF-AR-10004042,8630,6,0.2,970
CA-2016-122392,OFF-AR-10002221,416,2,0.2,36
CA-2016-122392,FUR-FU-10002456,1164,2,0.2,334
CA-2015-148432,OFF-FA-10004968,2618,7,0.0,52
CA-2015-148432,OFF-PA-10001274,730,2,0.0,343
CA-2015-103793,OFF-PA-10001125,7435,3,0.2,2323
CA-2017-159884,OFF-ST-10000344,1074,1,0.2,80
CA-2017-159884,OFF-FA-10000585,837,3,0.2,272
CA-2016-139885,OFF-ST-10003324,21288,6,0.0,0
CA-2017-124086,FUR-BO-10004015,20398,2,0.15,1679
CA-2016-112389,OFF-ST-10000419,4074,3,0.0,40
CA-2016-112389,OFF-AP-10001626,1167,3,0.0,303
CA-2017-121888,TEC-PH-10000439,3999,1,0.0,1159
CA-2017-121888,OFF-AR-10003478,1628,2,0.0,651
CA-2017-121888,FUR-BO-10002545,78294,3,0.0,20356
CA-2017-121888,OFF-BI-10001765,24248,7,0.0,11639
CA-2014-166884,FUR-FU-10003981,832,5,0.2,228
CA-2014-166884,OFF-FA-10001561,1046,6,0.2,170
CA-2014-107181,OFF-BI-10004230,8289,3,0.2,2901
CA-2014-107181,OFF-PA-10000350,3424,4,0.0,1609
CA-2014-150245,FUR-BO-10002613,157348,7,0.2,19668
CA-2015-111395,OFF-PA-10000994,33552,4,0.2,11743
CA-2015-111395,OFF-BI-10002867,2391,2,0.8,-4065
CA-2015-111395,OFF-ST-10001291,2705,2,0.2,236
CA-2014-134278,TEC-CO-10001046,55999,1,0.2,17499
US-2017-124926,OFF-AP-10004868,932,6,0.8,-2470
CA-2016-159345,OFF-PA-10000806,11196,2,0.0,5486
CA-2014-130274,OFF-LA-10002195,2156,7,0.0,1034
CA-2017-158386,OFF-BI-10003719,12475,5,0.0,5738
CA-2015-111507,OFF-AR-10001315,528,3,0.0,153
CA-2017-120761,TEC-AC-10000171,9196,4,0.0,3954
CA-2016-109176,OFF-EN-10003134,934,1,0.2,350
CA-2016-109176,OFF-AR-10001955,7936,5,0.2,992
CA-2015-112116,FUR-TA-10001039,17196,2,0.0,4470
CA-2016-126809,OFF-BI-10003712,3535,9,0.2,1281
CA-2014-105172,OFF-LA-10001641,1889,6,0.0,907
CA-2017-107293,OFF-AR-10003732,278,1,0.0,72
US-2017-102890,FUR-TA-10000577,104463,5,0.4,-29597
CA-2015-158554,OFF-PA-10004000,1135,3,0.2,411
CA-2014-116239,OFF-ST-10001370,35490,5,0.0,1774
CA-2015-132101,TEC-PH-10004539,45357,3,0.2,3968
CA-2015-129112,TEC-AC-10003038,2148,3,0.2,-26
CA-2015-129112,OFF-BI-10000088,878,4,0.8,-1361
US-2017-152002,OFF-PA-10000357,12297,3,0.0,6025
CA-2017-165029,OFF-AR-10003504,1284,3,0.0,372
US-2014-157385,FUR-CH-10000863,60391,5,0.2,-6794
US-2014-157385,OFF-EN-10003160,2184,3,0.0,1048
